id,codigo,habilidade,campo_experiencia,unidade_tematica,componente_curricular_id,serie_ids
1260,EF07HI03,"Identificar aspectos e processos específicos das sociedades africanas e americanas antes da chegada dos europeus, com destaque para as formas de organização social e o desenvolvimento de saberes e técnicas.",,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias                                                                                                                 ",12,{20}
1279,EF08HI05,"Explicar os movimentos e as rebeliões da América portuguesa, articulando as temáticas locais e suas interfaces com processos ocorridos na Europa e nas Américas.",,O mundo contemporâneo: o Antigo Regime em crise                                                                                                                                                ,12,{21}
1293,EF08HI19,"Formular questionamentos sobre o legado da escravidão nas Américas, com base na seleção e consulta de fontes de diferentes naturezas.",,O Brasil no século XIX                                                                                                                                                                         ,12,{21}
1294,EF08HI20,Identificar e relacionar aspectos das estruturas sociais da atualidade com os legados da escravidão no Brasil e discutir a importância de ações afirmativas.,,O Brasil no século XIX                                                                                                                                                                         ,12,{21}
1296,EF08HI22,"Discutir o papel das culturas letradas, não letradas e das artes na produção das identidades no Brasil do século XIX.",,O Brasil no século XIX                                                                                                                                                                         ,12,{21}
1297,EF08HI23,Estabelecer relações causais entre as ideologias raciais e o determinismo no contexto do imperialismo europeu e seus impactos na África e na Ásia.,,Configurações do mundo no século XIX                                                                                                                                                           ,12,{21}
1295,EF08HI21,Identificar e analisar as políticas oficiais com relação ao indígena durante o Império.,,O Brasil no século XIX                                                                                                                                                                         ,12,{21}
1299,EF08HI25,Caracterizar e contextualizar aspectos das relações entre os Estados Unidos da América e a América Latina no século XIX.,,Configurações do mundo no século XIX                                                                                                                                                           ,12,{21}
389,EF67LP27,"Analisar, entre os textos literários e entre estes e outras manifestações artísticas (como cinema, teatro, música, artes visuais e midiáticas), referências explícitas ou implícitas a outros textos, quanto aos temas, personagens e recursos literários e semióticos",,Leitura                                                                                                                                                                                        ,6,"{19,20}"
395,EF67LP33,Pontuar textos adequadamente.,,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20}"
437,EF08LP03,"Produzir artigos de opinião, tendo em vista o contexto de produção dado, a defesa de um ponto de vista, utilizando argumentos e contra-argumentos e articuladores de coesão que marquem relações de oposição, contraste, exempliﬁcação, ênfase.",,Produção de textos                                                                                                                                                                             ,6,{21}
982,EF04CI06,"Relacionar a participação de fungos e bactérias no processo de decomposição, reconhecendo a importância ambiental desse processo.",,Vida e evolução                                                                                                                                                                                ,5,{17}
983,EF04CI07,"Verificar a participação de microrganismos na produção de alimentos, combustíveis, medicamentos, entre outros.",,Vida e evolução                                                                                                                                                                                ,5,{17}
984,EF04CI08,"Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças a eles associadas.",,Vida e evolução                                                                                                                                                                                ,5,{17}
1262,EF07HI05,Identificar e relacionar as vinculações entre as reformas religiosas e os processos culturais e sociais do período moderno na Europa e na América.,,"Humanismos, Renascimentos e o Novo Mundo                                                                                                                                                       ",12,{20}
1264,EF07HI07,Descrever os processos de formação e consolidação das monarquias e suas principais características com vistas à compreensão das razões da centralização política.,,A organização do poder e as dinâmicas do mundo colonial americano                                                                                                                              ,12,{20}
1265,EF07HI08,"Descrever as formas de organização das sociedades americanas no tempo da conquista com vistas à compreensão dos mecanismos de alianças, confrontos e resistências.",,A organização do poder e as dinâmicas do mundo colonial americano                                                                                                                              ,12,{20}
1266,EF07HI09,Analisar os diferentes impactos da conquista europeia da América para as populações ameríndias e identificar as formas de resistência.,,A organização do poder e as dinâmicas do mundo colonial americano                                                                                                                              ,12,{20}
1267,EF07HI10,"Analisar, com base em documentos históricos, diferentes interpretações sobre as dinâmicas das sociedades americanas no período colonial.",,A organização do poder e as dinâmicas do mundo colonial americano                                                                                                                              ,12,{20}
1275,EF08HI01,Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo.,,O mundo contemporâneo: o Antigo Regime em crise                                                                                                                                                ,12,{21}
1104,EF04GE08,"Descrever e discutir o processo de produção (transformação de matérias-primas), circulação e consumo de diferentes produtos.",,Mundo do trabalho                                                                                                                                                                              ,13,{17}
1105,EF04GE09,Utilizar as direções cardeais na localização de componentes físicos e humanos nas paisagens rurais e urbanas.,,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{17}
968,EF03CI02,"Experimentar e relatar o que ocorre com a passagem da luz através de objetos transparentes (copos, janelas de vidro, lentes, prismas, água etc.), no contato com superfícies polidas (espelhos) e na intersecção com objetos opacos (paredes, pratos, pessoas e outros objetos de uso cotidiano).",,Matéria e energia                                                                                                                                                                              ,5,{16}
1300,EF08HI26,Identificar e contextualizar o protagonismo das populações locais na resistência ao imperialismo na África e Ásia.,,Configurações do mundo no século XIX                                                                                                                                                           ,12,{21}
1301,EF08HI27,"Identificar as tensões e os significados dos discursos civilizatórios, avaliando seus impactos negativos para os povos indígenas originários e as populações negras nas Américas.",,Configurações do mundo no século XIX                                                                                                                                                           ,12,{21}
1247,EF06HI09,"Discutir o conceito de Antiguidade Clássica, seu alcance e limite na tradição ocidental, assim como os impactos sobre outras sociedades e culturas.",,A invenção do mundo clássico e o contraponto com outras sociedades                                                                                                                             ,12,{19}
1248,EF06HI10,"Explicar a formação da Grécia Antiga, com ênfase na formação da pólis e nas transformações políticas, sociais e culturais.",,Lógicas de organização política                                                                                                                                                                ,12,{19}
1249,EF06HI11,Caracterizar o processo de formação da Roma Antiga e suas configurações sociais e políticas nos períodos monárquico e republicano.,,Lógicas de organização política                                                                                                                                                                ,12,{19}
1251,EF06HI13,"Conceituar “império” no mundo antigo, com vistas à análise das diferentes formas de equilíbrio e desequilíbrio entre as partes envolvidas.",,Lógicas de organização política                                                                                                                                                                ,12,{19}
1252,EF06HI14,"Identificar e analisar diferentes formas de contato, adaptação ou exclusão entre populações em diferentes tempos e espaços.",,Lógicas de organização política                                                                                                                                                                ,12,{19}
1355,EF03ER05,"Reconhecer as indumentárias (roupas, acessórios, símbolos, pinturas corporais) utilizadas em diferentes manifestações e tradições religiosas.",,Manifestações religiosas                                                                                                                                                                       ,26,{16}
1356,EF03ER06,Caracterizar as indumentárias como elementos integrantes das identidades religiosas.,,Manifestações religiosas                                                                                                                                                                       ,26,{16}
1359,EF04ER03,"Caracterizar ritos de iniciação e de passagem em diversos grupos religiosos (nascimento, casamento e morte).",,Manifestações religiosas                                                                                                                                                                       ,26,{17}
1072,EF01GE09,"Elaborar e utilizar mapas simples para localizar elementos do local de vivência, considerando referenciais espaciais (frente e atrás, esquerda e direita, em cima e embaixo, dentro e fora) e tendo o corpo como referência.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{16}
261,EF03LP23,"Analisar o uso de adjetivos em cartas dirigidas a veículos da mídia impressa ou digital (cartas do leitor ou de reclamação a jornais ou revistas), digitais ou impressas.",,Análise linguística/semiótica (Ortografização)                                                                                                                                                 ,6,{16}
967,EF03CI01,Produzir diferentes sons a partir da vibração de variados objetos e identificar variáveis que influem nesse fenômeno.,,Matéria e energia                                                                                                                                                                              ,5,{16}
1254,EF06HI16,"Caracterizar e comparar as dinâmicas de abastecimento e as formas de organização do trabalho e da vida social em diferentes sociedades e períodos, com destaque para as relações entre senhores e servos.",,Trabalho e formas de organização social e cultural                                                                                                                                             ,12,{19}
1255,EF06HI17,"Diferenciar escravidão, servidão e trabalho livre no mundo antigo.",,Trabalho e formas de organização social e cultural                                                                                                                                             ,12,{19}
1256,EF06HI18,Analisar o papel da religião cristã na cultura e nos modos de organização social no período medieval.,,Trabalho e formas de organização social e cultural                                                                                                                                             ,12,{19}
1257,EF06HI19,Descrever e analisar os diferentes papéis sociais das mulheres no mundo antigo e nas sociedades medievais.,,Trabalho e formas de organização social e cultural                                                                                                                                             ,12,{19}
1253,EF06HI15,"Descrever as dinâmicas de circulação de pessoas, produtos e culturas no Mediterrâneo e seu significado.",,Lógicas de organização política                                                                                                                                                                ,12,{19}
969,EF03CI03,Discutir hábitos necessários para a manutenção da saúde auditiva e visual considerando as condições do ambiente em termos de som e luz.,,Matéria e energia                                                                                                                                                                              ,5,{16}
1091,EF03GE06,Identificar e interpretar imagens bidimensionais e tridimensionais em diferentes tipos de representação cartográfica.,,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{16}
1092,EF03GE07,Reconhecer e elaborar legendas com símbolos de diversos tipos de representações em diferentes escalas cartográficas.,,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{16}
970,EF03CI04,"Identificar características sobre o modo de vida (o que comem, como se reproduzem, como se deslocam etc.) dos animais mais comuns no ambiente próximo.",,Vida e evolução                                                                                                                                                                                ,5,{16}
971,EF03CI05,"Descrever e comunicar as alterações que ocorrem desde o nascimento em animais de diferentes meios terrestres ou aquáticos, inclusive o homem.",,Vida e evolução                                                                                                                                                                                ,5,{16}
972,EF03CI06,"Comparar alguns animais e organizar grupos com base em características externas comuns (presença de penas, pelos, escamas, bico, garras, antenas, patas etc.).",,Vida e evolução                                                                                                                                                                                ,5,{16}
974,EF03CI08,"Observar, identificar e registrar os períodos diários (dia e/ou noite) em que o Sol, demais estrelas, Lua e planetas estão visíveis no céu.",,Terra e Universo                                                                                                                                                                               ,5,{16}
491,EF15AR04,"Experimentar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia etc.), fazendo uso sustentável de materiais, instrumentos, recursos e técnicas convencionais e não convencionais.",,Artes visuais                                                                                                                                                                                  ,10,"{14,15,16,17,18}"
492,EF15AR05,"Experimentar a criação em artes visuais de modo individual, coletivo e colaborativo, explorando diferentes espaços da escola e da comunidade.",,Artes visuais                                                                                                                                                                                  ,10,"{14,15,16,17,18}"
494,EF15AR07,"Reconhecer algumas categorias do sistema das artes visuais (museus, galerias, instituições, artistas, artesãos, curadores etc.).",,Artes visuais                                                                                                                                                                                  ,10,"{14,15,16,17,18}"
497,EF15AR10,"Experimentar diferentes formas de orientação no espaço (deslocamentos, planos, direções, caminhos etc.) e ritmos de movimento (lento, moderado e rápido) na construção do movimento dançado.",,Dança                                                                                                                                                                                          ,10,"{14,15,16,17,18}"
498,EF15AR11,"Criar e improvisar movimentos dançados de modo individual, coletivo e colaborativo, considerando os aspectos estruturais, dinâmicos e expressivos dos elementos constitutivos do movimento, com base nos códigos de dança.",,Dança                                                                                                                                                                                          ,10,"{14,15,16,17,18}"
499,EF15AR12,"Criar e improvisar movimentos dançados de modo individual, coletivo e colaborativo, considerando os aspectos estruturais, dinâmicos e expressivos dos elementos constitutivos do movimento, com base nos códigos de dança.",,Dança                                                                                                                                                                                          ,10,"{14,15,16,17,18}"
502,EF15AR15,"Explorar fontes sonoras diversas, como as existentes no próprio corpo (palmas, voz, percussão corporal), na natureza e em objetos cotidianos, reconhecendo os elementos constitutivos da música e as características de instrumentos musicais variados.",,Música                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
1339,EF01ER02,Reconhecer que o seu nome e o das demais pessoas os identificam e os diferenciam.,,Identidades e alteridades                                                                                                                                                                      ,26,{16}
1378,EF07ER01,Reconhecer e respeitar as práticas de comunicação com as divindades em distintas manifestações e tradições religiosas.,,Manifestações religiosas                                                                                                                                                                       ,26,{20}
1093,EF03GE08,"Relacionar a produção de lixo doméstico ou da escola aos problemas causados pelo consumo excessivo e construir propostas para o consumo consciente, considerando a ampliação de hábitos de redução, reúso e reciclagem/descarte de materiais consumidos em casa, na escola e/ou no entorno.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{16}
1094,EF03GE09,"Investigar os usos dos recursos naturais, com destaque para os usos da água em atividades cotidianas (alimentação, higiene, cultivo de plantas etc.), e discutir os problemas ambientais provocados por esses usos.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{16}
1095,EF03GE10,Identificar os cuidados necessários para utilização da água na agricultura e na geração de energia de modo a garantir a manutenção do provimento de água potável.,,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{16}
1073,EF01GE10,"Descrever características de seus lugares de vivência relacionadas aos ritmos da natureza (chuva, vento, calor etc.).",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{16}
1189,EF01HI03,"Descrever e distinguir os seus papéis e responsabilidades relacionados à família, à escola e à comunidade.",,Mundo pessoal: meu lugar no mundo                                                                                                                                                              ,12,{16}
1190,EF01HI04,"Identificar as diferenças entre os variados ambientes em que vive (doméstico, escolar e da comunidade), reconhecendo as especificidades dos hábitos e das regras que os regem.",,Mundo pessoal: meu lugar no mundo                                                                                                                                                              ,12,{16}
1191,EF01HI05,Identificar semelhanças e diferenças entre jogos e brincadeiras atuais e de outras épocas e lugares.,,"Mundo pessoal: eu, meu grupo social e meu tempo                                                                                                                                                ",12,{16}
1192,EF01HI06,Conhecer as histórias da família e da escola e identificar o papel desempenhado por diferentes sujeitos em diferentes espaços.,,"Mundo pessoal: eu, meu grupo social e meu tempo                                                                                                                                                ",12,{16}
7,EI02EO01,Demonstrar atitudes de cuidado e solidariedade na interação com crianças e adultos.,"O eu, o outro e o nós                                                                                                                                                                          ",,,{1}
1194,EF01HI08,"Reconhecer o significado das comemorações e festas escolares, diferenciando-as das datas festivas comemoradas no âmbito familiar ou da comunidade.",,"Mundo pessoal: eu, meu grupo social e meu tempo                                                                                                                                                ",12,{16}
475,EF08LP10,"Interpretar, em textos lidos ou de produção própria, efeitos de sentido de modificadores do verbo (adjuntos adverbiais – advérbios e expressões adverbiais), usando-os para enriquecer seus próprios textos.",,Análise linguística/semiótica                                                                                                                                                                  ,6,{21}
1074,EF01GE11,"Associar mudanças de vestuário e hábitos alimentares em sua comunidade ao longo do ano, decorrentes da variação de temperatura e umidade no ambiente.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{16}
476,EF08LP11,"Identificar, em textos lidos ou de produção própria, agrupamento de orações em períodos, diferenciando coordenação de subordinação.",,Análise linguística/semiótica                                                                                                                                                                  ,6,{21}
477,EF08LP12,"Identificar, em textos lidos, orações subordinadas com conjunções de uso frequente, incorporando-as às suas próprias produções.",,Análise linguística/semiótica                                                                                                                                                                  ,6,{21}
481,EF08LP14,"Utilizar, ao produzir texto, recursos de coesão sequencial (articuladores) e referencial (léxica e pronominal), construções passivas e impessoais, discurso direto e indireto e outros recursos expressivos adequados ao gênero textual.",,Análise linguística/semiótica                                                                                                                                                                  ,6,{21}
122,EF01LP06,Segmentar oralmente palavras em sílabas.,,Análise linguística/semiótica (Alfabetização)                                                                                                                                                  ,6,{16}
679,EF08LI13,Reconhecer sufixos e prefixos comuns utilizados na formação de palavras em língua inglesa.,,Estudo do léxico                                                                                                                                                                               ,7,{21}
681,EF08LI15,"Utilizar, de modo inteligível, as formas comparativas e superlativas de adjetivos para comparar qualidades e quantidades.",,Gramática                                                                                                                                                                                      ,7,{21}
682,EF08LI16,"Utilizar, de modo inteligível, corretamente, some, any, many, much.",,Gramática                                                                                                                                                                                      ,7,{21}
1388,EF08ER03,"Analisar doutrinas das diferentes tradições religiosas e suas concepções de mundo, vida e morte.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
1389,EF08ER04,"Discutir como filosofias de vida, tradições e instituições religiosas podem influenciar diferentes campos da esfera pública (política, saúde, educação, economia).",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
683,EF08LI17,"Empregar, de modo inteligível, os pronomes relativos (who, which, that, whose) para construir períodos compostos por subordinação.",,Gramática                                                                                                                                                                                      ,7,{21}
1315,EF09HI14,Caracterizar e discutir as dinâmicas do colonialismo no continente africano e asiático e as lógicas de resistência das populações locais diante das questões internacionais.,,Totalitarismos e conflitos mundiais                                                                                                                                                            ,12,{41}
503,EF15AR16,"Explorar diferentes formas de registro musical não convencional (representação gráfica de sons, partituras criativas etc.), bem como procedimentos e técnicas de registro em áudio e audiovisual, e reconhecer a notação musical convencional.",,Música                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
504,EF15AR17,"Experimentar improvisações, composições e sonorização de histórias, entre outros, utilizando vozes, sons corporais e/ou instrumentos musicais convencionais ou não convencionais, de modo individual, coletivo e colaborativo.",,Música                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
506,EF15AR19,"Descobrir teatralidades na vida cotidiana, identificando elementos teatrais (variadas entonações de voz, diferentes fisicalidades, diversidade de personagens e narrativas etc.).",,Teatro                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
507,EF15AR20,"Experimentar o trabalho colaborativo, coletivo e autoral em improvisações teatrais e processos narrativos criativos em teatro, explorando desde a teatralidade dos gestos e das ações do cotidiano até elementos de diferentes matrizes estéticas e culturais.",,Teatro                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
456,EF89LP28,"Tomar nota de videoaulas, aulas digitais, apresentações multimídias, vídeos de divulgação científica, documentários e afins, identificando, em função dos objetivos, informações principais para apoio ao estudo e realizando, quando necessário, uma síntese final que destaque e reorganize os pontos ou conceitos centrais e suas relações e que, em alguns casos, seja acompanhada de reflexões pessoais, que podem conter dúvidas, questionamentos, considerações etc.",,Oralidade                                                                                                                                                                                      ,6,"{21,41}"
1188,EF01HI02,Identificar a relação entre as suas histórias e as histórias de sua família e de sua comunidade.,,Mundo pessoal: meu lugar no mundo                                                                                                                                                              ,12,{16}
508,EF15AR21,"Exercitar a imitação e o faz de conta, ressignificando objetos e fatos e experimentando-se no lugar do outro, ao compor e encenar acontecimentos cênicos, por meio de músicas, imagens, textos ou outros pontos de partida, de forma intencional e reflexiva.",,Teatro                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
94,EF15LP01,"Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.",,Leitura/escuta (compartilhada e autônoma)                                                                                                                                                      ,6,"{14,15,16,17,18}"
1070,EF01GE07,Descrever atividades de trabalho relacionadas com o dia a dia da sua comunidade.,,Mundo do trabalho                                                                                                                                                                              ,13,{16}
510,EF15AR23,"Reconhecer e experimentar, em projetos temáticos, as relações processuais entre diversas linguagens artísticas.",,Artes integradas                                                                                                                                                                               ,10,"{14,15,16,17,18}"
139,EF01LP15,Agrupar palavras pelo critério de aproximação de significado (sinonímia) e separar palavras pelo critério de oposição de significado (antonímia).,,Análise linguística/semiótica (Alfabetização)                                                                                                                                                  ,6,{16}
143,EF01LP16,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor, quadras, quadrinhas, parlendas, trava-línguas, dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto do texto e relacionando sua forma de organização à sua finalidade.",,Leitura/escuta (compartilhada e autônoma)                                                                                                                                                      ,6,{16}
151,EF01LP19,"Recitar parlendas, quadras, quadrinhas, trava-línguas, com entonação adequada e observando as rimas.",,Oralidade                                                                                                                                                                                      ,6,{16}
511,EF15AR24,"Caracterizar e experimentar brinquedos, brincadeiras, jogos, danças, canções e histórias de diferentes matrizes estéticas e culturais.",,Artes integradas                                                                                                                                                                               ,10,"{14,15,16,17,18}"
512,EF15AR25,"Conhecer e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo-se suas matrizes indígenas, africanas e europeias, de diferentes épocas, favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.",,Artes integradas                                                                                                                                                                               ,10,"{14,15,16,17,18}"
513,EF15AR26,"Explorar diferentes tecnologias e recursos digitais (multimeios, animações, jogos eletrônicos, gravações em áudio e vídeo, fotografia, softwares etc.) nos processos de criação artística.",,Artes integradas                                                                                                                                                                               ,10,"{14,15,16,17,18}"
523,EF69AR10,"Explorar elementos constitutivos do movimento cotidiano e do movimento dançado, abordando, criticamente, o desenvolvimento das formas da dança em sua história tradicional e contemporânea.",,Dança                                                                                                                                                                                          ,10,"{19,20,21,41}"
533,EF69AR20,"Explorar e analisar elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de recursos tecnológicos (games e plataformas digitais), jogos, canções e práticas diversas de composição/criação, execução e apreciação musicais.",,Música                                                                                                                                                                                         ,10,"{19,20,21,41}"
534,EF69AR21,"Explorar e analisar fontes e materiais sonoros em práticas de composição/criação, execução e apreciação musical, reconhecendo timbres e características de instrumentos musicais diversos.",,Música                                                                                                                                                                                         ,10,"{19,20,21,41}"
535,EF69AR22,"Explorar e identificar diferentes formas de registro musical (notação musical tradicional, partituras criativas e procedimentos da música contemporânea), bem como procedimentos e técnicas de registro em áudio e audiovisual.",,Música                                                                                                                                                                                         ,10,"{19,20,21,41}"
547,EF69AR34,"Analisar e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo suas matrizes indígenas, africanas e europeias, de diferentes épocas, e favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.",,Artes integradas                                                                                                                                                                               ,10,"{19,20,21,41}"
500,EF15AR13,"Identificar e apreciar criticamente diversas formas e gêneros de expressão musical, reconhecendo e analisando os usos e as funções da música em diversos contextos de circulação, em especial, aqueles da vida cotidiana.",,Música                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
501,EF15AR14,"Perceber e explorar os elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de jogos, brincadeiras, canções e práticas diversas de composição/criação, execução e apreciação musical.",,Música                                                                                                                                                                                         ,10,"{14,15,16,17,18}"
528,EF69AR15,"Discutir as experiências pessoais e coletivas em dança vivenciadas na escola e em outros contextos, problematizando estereótipos e preconceitos.",,Dança                                                                                                                                                                                          ,10,"{19,20,21,41}"
514,EF69AR01,"Pesquisar, apreciar e analisar formas distintas das artes visuais tradicionais e contemporâneas, em obras de artistas brasileiros e estrangeiros de diferentes épocas e em diferentes matrizes estéticas e culturais, de modo a ampliar a experiência com diferentes contextos e práticas artístico-visuais e cultivar a percepção, o imaginário, a capacidade de simbolizar e o repertório imagético.",,Artes visuais                                                                                                                                                                                  ,10,"{19,20,21,41}"
529,EF69AR16,"Analisar criticamente, por meio da apreciação musical, usos e funções da música em seus contextos de produção e circulação, relacionando as práticas musicais às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética.",,Música                                                                                                                                                                                         ,10,"{19,20,21,41}"
530,EF69AR17,"Explorar e analisar, criticamente, diferentes meios e equipamentos culturais de circulação da música e do conhecimento musical.",,Música                                                                                                                                                                                         ,10,"{19,20,21,41}"
388,EF67LP26,Análise linguística/semiótica,,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20}"
1187,EF01HI01,Identificar aspectos do seu crescimento por meio do registro das lembranças particulares ou de lembranças dos membros de sua família e/ou de sua comunidade.,,Mundo pessoal: meu lugar no mundo                                                                                                                                                              ,12,{16}
1193,EF01HI07,Identificar mudanças e permanências nas formas de organização familiar.,,"Mundo pessoal: eu, meu grupo social e meu tempo                                                                                                                                                ",12,{16}
536,EF69AR23,"Explorar e criar improvisações, composições, arranjos, jingles, trilhas sonoras, entre outros, utilizando vozes, sons corporais e/ou instrumentos acústicos ou eletrônicos, convencionais ou não convencionais, expressando ideias musicais de maneira individual, coletiva e colaborativa.",,Música                                                                                                                                                                                         ,10,"{19,20,21,41}"
520,EF69AR07,"Dialogar com princípios conceituais, proposições temáticas, repertórios imagéticos e processos de criação nas suas produções visuais.",,Artes visuais                                                                                                                                                                                  ,10,"{19,20,21,41}"
526,EF69AR13,"Investigar brincadeiras, jogos, danças coletivas e outras práticas de dança de diferentes matrizes estéticas e culturais como referência para a criação e a composição de danças autorais, individualmente e em grupo.",,Dança                                                                                                                                                                                          ,10,"{19,20,21,41}"
279,EF35LP18,"Escutar, com atenção, apresentações de trabalhos realizadas por colegas, formulando perguntas pertinentes ao tema e solicitando esclarecimentos sempre que necessário.",,Oralidade                                                                                                                                                                                      ,6,"{16,17,18}"
1338,EF01ER01,"Identificar e acolher as semelhanças e diferenças entre o eu, o outro e o nós.",,Identidades e alteridades                                                                                                                                                                      ,26,{16}
1067,EF01GE04,"Discutir e elaborar, coletivamente, regras de convívio em diferentes espaços (sala de aula, escola etc.).",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{16}
